Track Name,Artist Name,URI,Lyrics
Love Sosa,Chief Keef,spotify:track:01Lr5YepbgjXAWR9iOEyH1,"[""My boy a BD, on fuckin' Lamron and them"", ""He, he, they say that nigga don't be puttin' in no work"", ""Shut the fuck up, y'all niggas ain't know shit"", ""All y'all motherfuckers talkin' about"", '""Chief Keef ain\'t no hitter, Chief Keef ain\'t this, Chief Keef a fake""', ""Shut the fuck up, y'all don't live with that nigga"", ""Y'all know that nigga got caught with a ratchet"", ""Shootin' at the police and shit"", ""Nigga been on probation since, fuckin', I don't know when"", ""Motherfucker, stop fuckin' playin' him like that"", 'Them niggas savages out there', ""If I catch another motherfucker talkin' sweet about Chief Keef"", ""I'm fuckin' beatin' they ass"", ""I'm not fuckin' playin' no more"", 'Know them niggas roll with Lil Reese and them', '(Young Chop on the beat)', 'Love Sosa, bitches love Sosa, ha', ""O End or no end, 'Raris and Rovers, ah"", ""'Raris and Rovers, ayy, broke boys, ayy, ayy"", 'Bang, bang-bang, ah', ""God, y'all some broke boys, God, y'all some broke boys"", 'These bitches love Sosa (Ha), O End or no end (Yuh)', ""Fuckin' with them O boys (Ha), you gon' get fucked over (Bang-bang)"", ""'Raris and Rovers (Bang, skrrt), these hoes love Chief Sosa"", 'Hit him with that Cobra (Bang-bang), now that boy slumped over (Bang, bang)', ""They do it all for Sosa, you boys ain't making no noise"", ""Y'all know I'm a grown boy (Bitch), yo' clique full of broke boys (Bitch)"", ""God, y'all some broke boys (Ah), God, y'all some broke boys (Bang-bang, ah)"", 'We GBE dope boys (Bang-bang, GBE, baby), we got lots of dough, boy (Bang, bang), hah', 'These bitches love Sosa and they love them Glo Boys (Ha)', ""Know we from the 'Go, boy (Ha), but we cannot go, boy (Nah, nah, nah)"", ""No, I don't know old boy, I know he's a broke boy (Yeah)"", ""'Raris and Rovers, convertible Lambos, boy (Skrrt, skrrt, skrrt, skrrt)"", ""You know I got bands, boy (Bands), and it's in my pants, boy (My pants)"", ""Disrespect them O-Boys (Ha), you won't speak again, boy (Again)"", ""Don't think that I'm playin', boy (Nah), no, we don't use hands, boy (Nah)"", ""No, we don't do friends, boy (Nah), collect bands, I'm a landlord (Bih, bih, bih)"", ""I gets lots of commas, I can fuck yo' momma (Yeah)"", ""I ain't with the drama (Nah), you can meet my llama (Bang-bang, bang, bang)"", ""Ridin' with 3hunna, with three hundred foreigns (Yuh)"", 'These bitches see Chief Sosa, I swear to God, they honored, ha (Ha, ha)', 'These bitches love Sosa, O End or no end (Yuh, yuh, on God)', ""Fuckin' with them O boys (Ha), you gon' get fucked over (Bang)"", ""'Raris and Rovers (Skrrt), these hoes love Chief Sosa"", 'Hit him with that Cobra, now that boy slumped over (Bang-bang, bang, bang)', ""They do it all for Sosa, you boys ain't making no noise (Nah)"", ""Y'all know I'm a grown boy (Bih), yo' clique full of broke boys (Bih)"", ""God, y'all some broke boys, God, y'all some broke boys (Ah, ah, ah, ah)"", 'We GBE dope boys (GBE, baby), we got lots of dough, boy (Ah, ah), ah', ""Don't make me call D. Rose, boy, he six double-O, boy (6hunna)"", ""And he keep that pole, boy (Bang-bang), you gon' get fucked over (Bang, bang)"", 'Bitch, I done sell soda and I done sell coca (Yuh)', ""She gon' clap for Sosa (Clap, baby), he gon' clap for Sosa (Yuh)"", 'They do it for Sosa, them hoes (Ha), they do it for Sosa (Yuh)', 'Tadoe off the molly water, so, nigga, be cool like water', ""'Fore you get hit with this lava (Bang-bang), bitch, I'm the trendin' topic (Yuh)"", ""Don't care no price, I'll cop it, B (Yuh), and your bitch steady jockin' me (Bih, bih)"", 'These bitches love Sosa, O End or no end (Ah)', ""Fuckin' with them O boys (Ha), you gon' get fucked over (Bang-bang)"", ""'Raris and Rovers (Bang, skrrt), these hoes love Chief Sosa (Sosa, baby, haha)"", 'Hit him with that Cobra (Bang-bang), now that boy slumped over (Bang, bang)', ""They do it all for Sosa, you boys ain't making no noise (Nah)"", ""Y'all know I'm a grown boy (Bitch), yo' clique full of broke boys (Bitch)"", ""God, y'all some broke boys (Ha), God, y'all some broke boys (Ha)""]"
goosebumps,Travis Scott,spotify:track:6gBFPUFcJLzWGx4lenP6h2,"['Ooh, ooh', 'I get those goosebumps every time, yeah, you come around, yeah', 'You ease my mind, you make everything feel fine', ""Worried 'bout those comments"", ""I'm way too numb, yeah, it's way too dumb, yeah"", 'I get those goosebumps every time, I need the Heimlich', 'Throw that to the side, yeah', 'I get those goosebumps every time, yeah', ""When you're not around (Straight up)"", ""When you throw that to the side, yeah (It's lit)"", 'I get those goosebumps every time, yeah', '7-1-3', ""Through the 2-8-1, yeah, I'm ridin', why they on me?"", ""Why they on me? I'm flyin', sippin' low-key"", ""I'm sippin' low-key in Onyx, rider, rider"", ""When I'm pullin' up right beside ya"", ""Pop star, lil' Mariah"", 'When I text a cute game, wildness', 'Throw a stack on the Bible', 'Never Snapchat or took molly', 'She fall through plenty, her and all her ginnies, yeah', 'We at the top floor, right there off Doheny, yeah', ""Oh no, I can't fuck with y'all"", ""Yeah, when I'm with my squad, I cannot do no wrong"", ""Yeah, saucin' in the city, don't get misinformed"", ""Yeah, they gon' pull up on you (Brr, brr, brr)"", ""Yeah, we gon' do some things, some things you can't relate"", ""Yeah, 'cause we from a place, a place you cannot stay"", ""Oh, you can't go, oh, I don't know"", 'Oh, back the fuck up off me (Brr, brr, brr)', 'I get those goosebumps every time, yeah, you come around, yeah', 'You ease my mind, you make everything feel fine', ""Worried 'bout those comments"", ""I'm way too numb, yeah, it's way too dumb, yeah"", 'I get those goosebumps every time, I need the Heimlich', 'Throw that to the side, yeah', 'I get those goosebumps every time, yeah', ""When you're not around"", 'When you throw that to the side, yeah', 'I get those goosebumps every time', 'Uh, I want to press my like, yeah, I wanna press my', 'I want a green light, I wanna be like', 'I wanna press my line, yeah', 'I wanna take that ride, yeah', ""I'm gonna press my line"", 'I want a green light, I wanna be like, I wanna press my—', 'Mama dearest, spare your feelings', ""I'm relivin' moments, peelin' more residual"", ""I can buy the buildin', burn the buildin'"", ""Take your bitch, rebuild the buildin' just to fuck some more"", 'I can justify my love for ya', 'And touch the sky for God to stop debating war', 'Put the pussy on a pedestal (Ayy)', 'Put the pussy on a high horse', 'That pussy to die for', 'That pussy to die for', 'Peter Piper picked a pepper', 'So I could pick your brain and put your heart together', 'We depart the shady parts and party hard', 'The diamonds yours, the coupe forever', 'My best shot just might shoot forever like (Brr)', 'I get those goosebumps every time, yeah, you come around, yeah', 'You ease my mind, you make everything feel fine', ""Worried 'bout those comments"", ""I'm way too numb, yeah, it's way too dumb, yeah"", 'I get those goosebumps every time, I need the Heimlich', 'Throw that to the side, yeah', 'I get those goosebumps every time, yeah', ""When you're not around"", 'When you throw that to the side, yeah']"
XO Tour Llif3,Lil Uzi Vert,spotify:track:7GX5flRQZVHRAGd6B4TmDO,"[""And my money's right"", '8… (Yeah)', ""Countin' them bands"", ""All way to the top 'til they be fallin' over"", '(Yeah, yeah, yeah)', ""Countin' them bands"", ""On my way to the top 'til we fallin' over"", ""I don't really care if you cry"", ""On the real, you should've never lied"", ""Should've saw the way she looked me in my eyes"", 'She said, ""Baby, I am not afraid to die""', 'Push me to the edge', 'All my friends are dead', 'Push me to the edge', 'All my friends are dead', 'Push me to the edge', 'All my friends are dead', 'Push me to the edge', ""Phantom that's all red, inside all white"", ""Like somethin' you ride a sled down, I just want that head"", ""My Brittany got mad, I'm barely her man now"", 'Everybody got the same swag now', 'Watch the way that I tear it down', ""Stackin' my bands all the way to the top"", ""All the way 'til my bands fallin' over"", 'Every time that you leave your spot', 'Your girlfriend call me like, ""Come on over!""', 'I like the way that she treat me', ""Gon' leave you, won't leave me, I call it that Casanova"", ""She say I'm insane, yeah"", 'Wanna blow my brain out (Hey)', 'Xanny, help the pain, yeah', 'Please, Xanny, make it go away', ""I'm committed, not addicted, but it keep control of me"", ""All the pain, now I can't feel it"", ""I swear that it's slowin' me, yeah"", ""I don't really care if you cry"", ""On the real, you should've never lied"", 'Saw the way she looked me in my eyes', 'She said, ""I am not afraid to die"" (Yeah)', 'All my friends are dead', 'Push me to the edge (Yeah)', 'All my friends are dead, yeah, ooh', 'Push me to the edge', 'All my friends are dead, yeah', 'All my friends are dead, yeah', 'That is not your swag, I swear you fake hard', 'Now these niggas wanna take my cadence (Yeah)', ""Rain on 'em, thunderstorm, rain on 'em (Ooh, yeah)"", ""Make some, lil' nigga, take some (Yeah, yeah)"", ""Fast car, NASCAR, race on 'em"", ""In the club, ain't got no ones, then we would become (Yeah)"", 'Clothes from overseas, got the racks and they all C-Notes', 'You is not a G though', ""Lookin' at you stackin' all your money, it all green though"", ""I was countin' that and these all twenties, that's a G-roll"", 'She say, ""You\'re the worst, you\'re the worst""', 'I cannot die because this my universe', ""I don't really care if you cry"", ""On the real, you should've never lied"", ""Should've saw the way she looked me in my eyes"", 'She said, ""Baby, I am not afraid to die""', 'Push me to the edge', 'All my friends are dead', 'Push me to the edge', 'All my friends are dead', 'Push me to the edge', 'All my friends are dead']"
HUMBLE.,Kendrick Lamar,spotify:track:7KXjTSCq5nL1LoYtL7XAwS,"['Way (Yeah, yeah)', 'Ayy, I remember syrup sandwiches and crime allowances', ""Finesse a nigga with some counterfeits, but now I'm countin’ this"", ""Parmesan where my accountant lives, in fact, I'm downin' this"", 'D’USSÉ with my boo bae, tastes like Kool-Aid for the analysts', 'Girl, I can buy your ass the world with my paystub', ""Ooh, that pussy good, won't you sit it on my taste bloods?"", 'I get way too petty once you let me do the extras', ""Pull up on your block, then break it down: we playin' Tetris"", 'AM to the PM, PM to the AM, funk', ""Piss out your per diem, you just gotta hate 'em, funk"", 'If I quit your BM, I still ride Mercedes, funk', 'If I quit this season, I still be the greatest, funk', 'My left stroke just went viral', ""Right stroke put lil' baby in a spiral"", 'Soprano C, we like to keep it on a high note', ""It's levels to it, you and I know"", ""Bitch, be humble (Hol' up, bitch)"", ""Sit down (Hol' up, lil’, hol’ up, lil' bitch)"", 'Be humble (Hol’ up, bitch)', ""Sit down (Hol' up, sit down, lil', sit down, lil' bitch)"", ""Be humble (Hol’ up, hol' up)"", ""Bitch, sit down (Hol' up, hol' up, lil' bitch)"", ""Be humble (Lil' bitch, hol' up, bitch)"", ""Sit down (Hol' up, hol' up, hol' up, hol' up)"", ""Be humble (Hol' up, hol' up)"", ""Sit down (Hol' up, hol' up, lil', hol' up, lil' bitch)"", ""Be humble (Hol' up, bitch)"", ""Sit down (Hol' up, sit down, lil', sit down, lil' bitch)"", ""Be humble (Hol' up, hol' up)"", ""Bitch, sit down (Hol' up, hol' up, lil' bitch)"", ""Be humble (Lil' bitch, hol' up, bitch)"", ""Sit down (Hol' up, hol' up, hol' up, hol' up)"", ""Who that nigga thinkin' that he frontin' on Man-Man? (Man-Man)"", ""Get the fuck off my stage, I'm the Sandman (Sandman)"", ""Get the fuck off my dick, that ain't right"", 'I make a play fucking up your whole life', ""I'm so fuckin' sick and tired of the Photoshop"", ""Show me somethin' natural like afro on Richard Pryor"", ""Show me somethin' natural like ass with some stretch marks"", 'Still I take you down right on your mama couch in Polo socks', 'Ayy, this shit way too crazy, ayy, you do not amaze me, ayy', 'I blew cool from AC, ayy, Obama just paged me, ayy', ""I don't fabricate it, ayy, most of y'all be fakin', ayy"", ""I stay modest 'bout it, ayy, she elaborate it, ayy"", 'This that Grey Poupon, that Evian, that TED Talk, ayy', 'Watch my soul speak, you let the meds talk, ayy', ""If I kill a nigga, it won't be the alcohol, ayy"", ""I'm the realest nigga after all"", ""Bitch, be humble (Hol' up, bitch)"", ""Sit down (Hol' up, lil', hol' up, lil' bitch)"", ""Be humble (Hol' up, bitch)"", ""Sit down (Hol' up, sit down, lil', sit down, lil' bitch)"", ""Be humble (Hol' up, hol' up)"", ""Bitch, sit down (Hol' up, hol' up, lil' bitch)"", ""Be humble (Lil' bitch, hol' up, bitch)"", ""Sit down (Hol' up, hol' up, hol' up, hol' up)"", ""Be humble (Hol' up, hol' up)"", ""Sit down (Hol' up, hol' up, lil', hol' up, lil' bitch)"", ""Be humble (Hol' up, bitch)"", ""Sit down (Hol' up, sit down, lil', sit down, lil' bitch)"", ""Be humble (Hol' up, hol' up)"", ""Bitch, sit down (Hol' up, hol' up, lil' bitch)"", ""Be humble (Lil' bitch, hol' up, bitch)""]"
Rich Flex,Drake,spotify:track:1bDbXMyjaUIooNwFE9wn0N,"['We crunk, lit, in this bitch, yeah', 'Know we walk around the world', ""Steppin', not givin a damn 'bout where our feet land at, yeah"", 'Get your ass mushed, smooshed (6ix)', 'Yeah, 21, the biggest', 'Put a nigga in the chicken wing, pussy', ""21, can you do somethin' for me? (21)"", ""Can you hit a lil' rich flex for me? (21)"", ""And 21, can you do somethin' for me? (21, 21)"", 'Drop some bars to my pussy ex for me', ""Then 21 (21), can you do somethin' for me? (Yeah)"", 'Can you talk to the opps necks for me? (Okay)', '21, do your thing 21, do your thing (21)', 'Do your thing, 21, do your thing', 'Yellow diamonds in the watch, this shit cost a lot', ""Never send a bitch your dot, that's how you get shot"", 'I DM in Vanish Mode, I do that shit a lot', 'Took her panties off and this bitch thicker than the plot', ""All my exes ain't nothin', them hoes busted"", ""If my opps ain't rappin', they ass duckin'"", ""You ain't ready to pull the trigger, don't clutch it"", 'I know you on your period baby, can you suck it?', ""I'm a savage (21)"", 'Smack her booty in Magic (21, 21)', ""I'll slap a pussy nigga with a ratchet (Pussy)"", 'I might slap a tracker on his whip and get the addy (Pussy)', ""Don't call me on Christmas Eve, bitch, call your daddy (21)"", ""Bitch, call your uncle (21), bitch, don't call me (21)"", 'Always in my ear, your ho a flea (Fuck)', 'Why my opps be posting guns and only use they feet? (21)', 'Paid like an athlete, I got—', ""All you hoes, all of you hoes need to remember who y'all talkin' to"", ""It's a Slaughter Gang CEO"", ""I got dick for you if I'm not workin', girl"", ""If I'm busy then fuck no"", 'You need to find you someone else to call', 'When your bank account get low, you need to find you someone—', 'Ayy, ayy, ayy, ayy, ayy', ""I'm on that Slaughter Gang shit, ayy, murder gang shit"", 'Ayy, Slaughter Gang shit, ayy, murder gang shit, ayy', 'Sticks and stones, chrome on chrome', ""That's just what a nigga on"", ""Internet clones, got 'em kissin' through the phone"", ""Pussies cliquin' up so they don't feel alone, ayy"", ""Nan' nigga seein' me, I'm Young Money CMB"", 'I used to roll with CMG, the house is not a BNB', ""The bad bitches waitin' on a nigga like I'm PND"", ""I'm steady pushin' P, you niggas pushing PTSD"", 'I told her ass to kiss me in the club, fuck a TMZ', 'I used to want a GMC, when Woe was doing B&E', ""We revvin' up and goin' on a run like we DMC"", 'I layup with her for a couple days, then its BRB', ""You rappers love askin' if I fucked, when you know we did"", 'When you know we did', 'She came in heels but she left out on her cozy shit', ""Ayy, I'm livin' every twenty-four like Kobe did"", 'Shoutout to the 6ix, R.I.P to 8', ""Swear this shit is gettin' ate, I'm on ten for the cake"", ""Get a lot of love from twelve, but I don't reciprocate"", ""Fifty-one division stay patrollin' when it's late"", '21 my addy, so the knife is on the gate', ""All the dawgs eatin' off a Baccarat plate"", 'Niggas see Drake and they underestimate', ""Take it from a vet', that's a rookie ass mistake, ayy"", 'Ah, what, what', 'Slaughter Gang shit, ayy, murder gang shit', 'Ayy, Slaughter Gang shit, ayy, murder gang shit', 'Ayy, Slaughter Gang shit, ayy, murder gang shit', 'On God', ""Boy, look, you the motherfuckin' man, boy, you, ooh""]"
Magnolia,Playboi Carti,spotify:track:1e1JKLEDKP7hEQzJfNAgPl,"['In New York I Milly Rock (Rock)', 'Hide it in my sock (Sock)', 'Running from an opp (Opp)', 'And I shoot at opp (Opp), uh, uh (What?)', ""And I'm on the block (What?), uh, uh (What? What?)"", ""And I'm on the block (What?)"", 'In New York I Milly Rock (Hello?)', 'Hide it in my sock (What?)', 'Hide it in my sock (What?)', 'Selling that rerock (What? Woah, what? What? Uh, what? What?)', 'In New York I Milly Rock (Ooh)', 'Hide it in my sock (Woah)', 'Used to sell rerock (What?)', ""Runnin' from the cops (Woah)"", ""Shootin' at these opps (Woah)"", ""Yo, Pi'erre, you wanna come out here? (Woah)"", 'Shooting at these opps (What?)', ""'Cause I run they block (What?), uh"", 'Give me top (Top), uh, in my drop-top', ""All these hoes gon' flock (Flock, flock)"", 'When I drop, yeah (Drop, drop)', ""All these hoes gon' flock (Flock, flock)"", 'When I drop, yeah (Drop, drop)', ""All these hoes gon' flock (Flock, flock)"", 'When I drop, uh (Drop, drop)', 'Woo, woo, woo, woo (Beep)', 'Woo, woo (Beep), woo, woo (Beep)', 'All these hoes want cash (Cash)', 'All these hoes want bags, uh', 'Fucking on your bitch (Beep), uh', ""I'm her dad (Yeah), uh"", 'All these niggas sound like Cash, sound like Cash (Blah)', ""I'm a soldier, ooh (What?)"", 'Damn, I thought I told you, ooh (What?)', ""Shootin' like a soldier, ooh (Beep)"", ""Like I'm from Magnolia, ooh (What?)"", 'All these niggas (What? What?) always fold (What? What?)', 'Big bank (What? What?) never fold (What?)', ""I'm sippin' Act' (What?), fill that shit slowly (Hello?)"", 'Bitches on me (What? Beep) say she like my clothing (Yeah)', ""I'm in London (What?) Yung Carti global (What?)"", 'Designer is on me (Phew) call it dirty laundry (Phew)', 'All these bitches want Yung Carti (What?), Yung Carti (Yeah)', ""Ayy, Yung Carti, Yung Carti, what? (Hop in the bit', hop in the bit')"", 'Yung Carti, Yung Carti (What? What? Hold on), yeah', 'All of your bitches, they loose, hold on', 'All of your bitches, they loose, hold on (Yeah)', 'All of my bitches, they rich, hold on', ""And they stay rockin' that Rick, hold on"", '(Yeah, yeah, yeah, yeah, yeah, yeah)', 'Uh, what? What? Hold on, what? What? Uh (Yeah)', 'Rich, rich (Rich)', 'Cash Carti, bitch (Bitch)', 'Rich, bitch (Hold on)', 'Got a rich clique (Hold on)', ""I'm suckin' on the clit (Hold on)"", ""She suckin' on the dick (Yeah)"", 'Give that ho a tip (Yeah)', 'Told her, ""Buy some kicks"" (Kicks)', 'Ooh, then I brush my teeth (What?)', 'Hop up in the whip', 'Glocky in the whip (Skrrt)', 'Glocky in the whip (Yeah)', ""And I'm cocky, fuckin' on a thotty"", ""She just wanna plot me, bitch can't stop me (Stop me)"", ""I'm ridin' in a Masi (What? Masi)"", ""This ain't even my Masi (Nah)"", ""Hope that's not your thotty (What?)"", 'Your bitch look like a auntie (What?)', 'Walked in with Ashanti (What?)', ""Damn, that look like 'Shanti (What?)"", 'Damn, that look like Carti (Yeah-yeah)', 'I think that be Yung Carti', ""Heard he spent a hundred on a fucking watch piece, that's filthy (Phew, what? Woah, woah)"", 'In New York I Milly Rock (What?)', 'Hide it in my sock (What? What?)', 'Running from an opp (What? What?)', 'And I shoot at opp (What? What?), uh, uh (Phew)', ""And I'm on the block (Phew), uh, uh (Hello?)"", ""And I'm on the block (What?)"", 'In New York I Milly Rock (What?)', 'Hide it in my sock (What?)', 'Hide it in my sock (Sock)', 'Selling that rerock (Rerock)', 'What? What? (What?)', 'What? Uh, what?', 'In New York I Milly Rock (What?)', 'Hide it in my sock (What?)', 'Use to sell rerock, uh', ""Runnin' from the cops, uh"", ""Shootin' at these opps"", ""You know what I'm sayin'?"", ""Yo (Yeah), Pi'erre, you wanna come out here?""]"
Mask Off,Future,spotify:track:0VgkVdmE4gld66l8iyGjgx,"['I promise, I swear, I swear', 'You heard, spit it, yo', 'Percocets (Ya), molly, Percocets (Percocets)', 'Percocets (Ya), molly, Percocets (Percocets)', 'Rep the set (Yee), gotta rep the set (Gang, gang)', ""Chase a check (Chase it), never chase a bitch (Don't chase no bitches)"", 'Mask on (Off), fuck it, mask off (Mask)', 'Mask on (Off), fuck it, mask off (Mask)', ""Percocets ('Cets), molly, Percocets (Percocets)"", ""Chase a check (Chase it), never chase a bitch (Don't chase no bitches)"", 'Two cups (Cup), toast up with the gang (Gang, gang)', ""From food stamps to a whole 'nother domain, ya"", ""Out the bottom (Ye), I'm the livin' proof (Super)"", ""Ain't compromisin' (Woah), half a million on the coupe (Gang, gang)"", ""Drug houses (where), lookin' like Peru (Woah, woah, woah)"", ""Graduated (Crazy), I was overdue (I'm on due)"", 'Pink molly (Molly), I can barely move (Barely move)', ""Ask about me ('Bout me), I'm gon' bust a move"", 'Rick James (James), thirty-three chains (Thirty-three)', ""Ocean air (Air), cruisin' Biscayne"", 'Top off (Ya), that’s a liability (Big foreigns)', ""Hit the gas (Gas), boostin' my adrenaline (Big foreigns)"", 'Percocets (Ye), molly, Percocets (Big foreigns)', 'Percocets (Ye), molly, Percocets (Big foreigns)', 'Rep the set (Ye), gotta rep the set (Gang, gang)', ""Chase a check (Chase it) (Ye), never chase a bitch (Don't chase no bitches) (Big foreigns)"", 'Mask on (Off) (Ye), fuck it, mask off (Mask) (Big foreigns)', 'Mask on (Off) (Ye), fuck it, mask off (Mask) (Big foreigns)', 'Percocets (Ye), molly, Percocets (Big foreigns)', ""Chase a check (Chase it) (Ye, ye), never chase a bitch (Don't chase no bitches)"", 'Ford or Maybach (Ford or), I drive anything (Ye)', ""Buy my Range (Ye), make 'em go insane (Ye)"", '(Oh my Lord, praise him be)', ""My guillotine, drank promethazine (Drank prometh')"", ""TEC and beams (Ya), go to those extremes (Let's go, let's go)"", 'Parliament (Parliament), calamari Wednesday (Ya)', ""Parlay in Vegas, we was in attendance (What's good, what's good)"", 'Before the business (Yeah), Theodore lenses', ""Theo-Dur prescriptions (Ya), focus on the missions (Fo' my)"", ""Intermission (Hol' up), never take a break (We can pull up)"", 'Switch states, touch down, foreign plates (Speech)', ""Ain't no way, ain't no fuckin' way (No)"", ""We call the play, we didn't come to play (No)"", ""Rob the bank, we gon' rob the game (Gang)"", 'They gang, we gang (Gang)', 'But they are not the same (Freebandz)', 'Percocets (Ye), molly, Percocets (Big foreigns)', 'Percocets (Ye), molly, Percocets (Big foreigns)', 'Rep the set (Ye), gotta rep the set (Gang, gang)', ""Chase a check (Chase it) (Ye), never chase a bitch (Don't chase no bitches) (Big foreigns)"", 'Mask on (Off) (Ye), fuck it, mask off (Mask) (Big foreigns)', 'Mask on (Off) (Ye), fuck it, mask off (Mask) (Big foreigns)', 'Percocets (Ye), molly, Percocets (Big foreigns)', ""Chase a check (Chase it) (Ye, ye), never chase a bitch (Don't chase no bitches)"", 'Mask on, fuck it, mask off', 'Mask on, fuck it, mask off', 'Mask on, fuck it, mask off', 'Gas gone, never nod off', '(Cold chills, prison cells)']"
Plug Walk,Rich The Kid,spotify:track:1ZAyjvIk9YiD76yYy0TEG6,"[""I don't even understand how the fuck my plug talk"", '(Huh? what, what?)', ""Pick him up in a space coupe, I don't let my plug walk"", '(Skrrt, pull up in a space coupe)', ""New freak, had to cut my other lil' bitch off (Ooh, ooh, lil' bitch)"", '50K, you could come and book a nigga for a plug walk', ""You can't reach me (What?)"", 'Space coupe like E.T. (E.T.)', ""It's the plug tryna call me (Skrrt, skrrt)"", ""I was up trappin' early in the morning (Plug)"", 'Ooh, on the wave like a durag (Durag)', ""Pussy nigga callin' for his boo back (Pussy)"", 'Plug walk, Gucci on my shoe racks (Gucci)', 'Walk up in the house, where the stove at? (Hit a rat-a-tat)', ""'Til I ran into the plug ('til I ran into) 'til I ran into the mud (To the mud)"", ""I done ran into some racks, I done ran into your girl ( 'to your girl)"", 'Why the plug show me love? (Show me love)', 'I done came up from a dub (Huh?)', 'Plug walk (Plug walk, plug, plug)', ""I don't even understand how the fuck my plug talk"", '(Huh? what, what?)', ""Pick him up in a space coupe, I don't let my plug walk"", '(Skrrt, pull up in a space coupe)', ""New freak, had to cut my other lil' bitch off (ooh, ooh, lil' bitch)"", '50K, you could come and book a nigga for a plug walk', ""Big ol' Bentley, it's a spaceship (Woah)"", ""Call me on my phone, I don't say shit (What?)"", 'I make money when I talk (When I talk)', ""I'm a boss, take a loss (I'm a what?)"", 'I could introduce you to the plug (To the plug)', ""Bitch, this ain't no Henny in my cup (Lil' bitch)"", 'Stayed down, now the racks up (Racks up)', ""She gon' let me fuck, ass up (Ass up)"", 'Plug, I stuck kis in the Louis V (Louis V)', ""Fuck 12, I’m a G, ain't no stoppin' me (Ain't no stoppin' me)"", 'And my wrist is on overseas (Drip)', ""Rich nigga, you can't talk to me (Rich)"", 'Ayy, plug walk (Plug walk, plug, plug)', ""I don't even understand how the fuck my plug talk"", '(Huh? What, what?)', ""Pick him up in a space coupe, I don't let my plug walk"", '(Skrrt, pull up in a space coupe)', ""New freak, had to cut my other lil' bitch off (Ooh, ooh, lil' bitch)""]"
Hope,XXXTENTACION,spotify:track:2ZRo7axmMPeSVUvDbGkJah,"[""Okay, she keep cryin', she keep cryin' every single night"", ""Day and night, on my mind, please don't kill the vibe"", 'Oh no, I swear to God, I be in my mind', 'Swear I wanna die, yeah, when you cross my—', ""Said I wanna die, yuh, no, I'm not alright, yuh"", ""I might start a riot, yuh, I'm so fuckin' tired, yuh"", ""So what's up? What you say? Feelin' good, I'm feelin' great"", ""Tired of the fuckin' hate, stackin' cheese all on my plate"", ""So outside my misery, I think I'll find"", 'A way of envisioning a better life', 'For the rest of us, the rest of us', ""There's hope for the rest of us, the rest of us"", ""Okay, she keep cryin', she keep cryin' every single night"", ""Day and night, on my mind, please don't kill the vibe"", 'Oh no, I swear to God, I be in my mind', 'Swear I wanna die, yeah, when you cross my—', ""Said I wanna die, yuh, no, I'm not alright, yuh"", ""I might start a riot, yuh, I'm so fuckin' tired, yuh"", ""So what's up? What you say? Feelin' good, I'm feelin' great""]"
