Track Name,Artist Name,URI,Lyrics
Starships,Nicki Minaj,spotify:track:2EBCVPNAG46nbgs6jXPGvv,"[""Let's go to the beach-each, let's go get a wave"", 'They say, what they gonna say', 'Have a drink, clink, found the Bud Light', 'Bad bitches like me is hard to come by', ""The Patrón own, let's go get it on"", ""The zone on, yes, I'm in the zone"", 'Is it two, three? Leave a good tip', ""I'ma blow off my money and don't give two shits, oh-oh"", ""I'm on the floor, floor, I love to dance"", ""So give me more, more 'til I can't stand"", ""Get on the floor, floor like it's your last chance"", 'If you want more, more, then here I am', 'Starships were meant to fly', 'Hands up and touch the sky (Oh-oh-oh-oh)', ""Can't stop 'cause we're so high"", ""Let's do this one more time (Oh-oh-oh-oh)"", 'Starships, were meant to fly', 'Hands up and touch the sky (Oh-oh-oh-oh)', ""Let's do this one last time"", ""Can't stop"", ""We're higher than a motherfucka"", ""We're higher than a motherfucka"", ""We're higher than a motherfucka"", 'Jump in my hoopty-hoopty-hoop, I own that', ""And I ain't payin' my rent this month, I owe that"", 'But fuck who you want, and fuck who you like', ""Dancehall life, there's no end in sight"", 'Twinkle, twinkle little star', 'Now everybody let me hear you say, ""Ray, ray, ray""', ""Now spend all your money, 'cause today payday"", 'And if you a G, you a G-G-G', 'My name is Onika, you can call me Nicki (Woo)', ""Get on the floor, floor like it's your last chance"", 'If you want more, more, then here I am', 'Starships were meant to fly', 'Hands up and touch the sky (Oh-oh-oh-oh)', ""Can't stop 'cause we're so high"", ""Let's do this one more time (Oh-oh-oh-oh)"", 'Starships, were meant to fly', 'Hands up, and touch the sky (Oh-oh-oh-oh)', ""Let's do this one last time"", ""Can't stop"", ""We're higher than a motherfucka"", ""We're higher than a motherfucka"", ""We're higher than a motherfucka"", 'Starships were meant to fly', 'Hands up and touch the sky', ""Can't stop 'cause we're so high"", ""Let's do this one more time (Oh-oh-oh-oh)"", 'Starships, were meant to fly', 'Hands up, and touch the sky (Oh-oh-oh-oh)', ""Let's do this one last time"", ""Can't stop"", ""We're higher than a motherfucka"", ""We're higher than a motherfucka""]"
golden hour,JVKE,spotify:track:5odlY52u43F5BjByhxg7wg,"[""Fallin' for each other"", ""Pink and orange skies, feelin' super childish"", 'No Donald Glover', 'Missed call from my mother', 'Like, ""Where you at tonight?""', 'Got no alibi', 'I was all alone with the love of my life', ""She's got glitter for skin"", 'My radiant beam in the night', ""I don't need no light to see you"", 'Shine', ""It's your golden hour (Oh-oh-oh)"", 'You slow down time', 'In your golden hour (Oh-oh-oh)', 'We were just two lovers', ""Feet up on the dash, drivin' nowhere fast"", ""Burnin' through the summer"", 'Radio on blast, make the moment last, she got solar power', 'Minutes feel like hours', 'She knew she was the baddest', ""Can you even imagine fallin' like I did?"", 'For the love of my life', ""She's got glow on her face"", 'A glorious look in her eyes', 'My angel of light', 'I was all alone with the love of my life', ""She's got glitter for skin"", 'My radiant beam in the night', ""I don't need no light to see you"", 'Shine', ""It's your golden hour (Oh-oh-oh)"", 'You slow down time']"
Individual,MACH10,spotify:track:1aVIZXYY7pbARxxN48Aw66,"[""Hijack the plane and we gon' take off"", 'Run up on the street and I grab my Glock', 'Run his pockets and I loot his body', 'Going to war, so I grab my shotty', 'Killed a guy, now the crowd be watching', 'Shot at me, but you know I be dodging', 'Yo, this is a shoutout to, um', 'The government, the police', 'The Navy, the military, Air Force', 'All those people', 'Uh, thanks for keeping the country safe, I love you', 'Cut him up, yeah, we makin some bank', 'Getting scurvy, gotta walk the plank', 'Kill the furries like Ratchet & Clank', ""Killed a guy, but it's just a prank"", ""Doctor told me that I'ma die soon"", 'He wanna fight, so I grab my goons', 'Robbed Elon Musk and I went to thе moon', 'Spirit fly up, just like a balloon', ""Pullin' up and I get the goods"", 'Hidеs from the cops, yeah, hide in the woods', ""I'm the whitest guy in the hood"", ""Runnin' up the neighborhood"", ""Stole his money and he's after me"", 'I send my goods across the sea', 'Ran up the whole state of Tennessee', ""Ain't nobody better than me"", 'Dang, that was pretty fire', ""I think it's time to pass it to my boy, Cross"", ""You know what's up"", ""Let's see what you got"", ""(Hey, I'm really sorry about the sudden beat change here)"", 'How did I get here', ""It don't really matter"", ""Selling these kids, 'cause all they do is chatter"", ""I'm running a bid, 1,000, 2,000, 3,000, sold"", 'Epstein island, struck gold', ""I don't really care about immoralities"", 'It should be enough I have to worry for legality', 'I stand high, a pinnacle', 'This song is nothing dominical', 'In the ER, it went clinical', ""I ain't a criminal, just a businessman, an individual"", 'Business is difficult', 'Even hitting each syllable', 'I see Bidens, even some Clintons', ""I ain't worried if the feds show, I'll show 'em my Smith &'s"", ""It'll get cold, go wear some mittens"", ""I don't need damaged product, Jared Anthony Higgins"", 'As you can see, I care for my victims', ""What I don't care for is their addictions"", ""Because when they're sold, they getting some inches"", '(Bro, what is bro saying?)', 'Back and forth', 'Guns blazing south and north', ""We gon' need air support"", ""On this ammo, we runnin' short"", 'They found the child porn', ""I ain't goin back to court"", ""They ain't takin' my import"", 'Where is my remorse?', 'Flying at Mach 10', 'Armed at the hip with a MAC-10', ""I'm the map then, Dora explored this crack den"", 'Homemade bombs at full send', 'Like John Wick with the pencil, you imbecile', ""I keep it technical, my Glock's identical"", 'Always skeptical, I love toxic chemicals', ""I don't care if its ethical"", 'My way of war is poetical', ""Some say it's hysterical"", ""You claim you're like 50 Cent, more like the nickel (Got them there, buddy)"", 'Perfect knows my crimes', 'He saw the times I killed these kids and (What?) their calls and cries', 'What the frick does that mean, you stupid idiot?', ""Frickity frickity frick, what I put in your mouth it's a- woah!"", 'Woah! Woah!']"
Don't Let Me Down,The Chainsmokers,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,"['Hurry up now, I need a miracle', ""Stranded, reachin' out"", ""I call your name, but you're not around"", ""I say your name, but you're not around"", 'I need ya, I need ya, I need you right now', 'Yeah, I need you right now', ""So don't let me, don't let me, don't let me down"", ""I think I'm losin' my mind now"", ""It's in my head, darlin', I hope"", ""That you'll be here when I need you the most"", ""So don't let me, don't let me, don't let me down"", ""D-Don't let me down"", ""Don't let me down"", ""Don't let me down, down, down"", ""Don't let me down"", ""Don't let me down, down, down"", ""R-R-Runnin' outta time"", 'I really thought you were on my side', ""But now there's nobody by my side"", 'I need ya, I need ya, I need you right now', 'Yeah, I need you right now', ""So don't let me, don't let me, don't let me down"", ""I think I'm losin' my mind now"", ""It's in my head, darlin', I hope"", ""That you'll be here when I need you the most"", ""So don't let me, don't let me, don't let me down"", ""D-Don't let me down"", ""Don't let me down"", ""Don't let me down, down, down"", ""Don't let me down, down, down"", ""Don't let me down, down, down"", ""Don't let me down"", ""Don't let me down, down, down"", ""Ooh, I think I'm losin' my mind now, yeah"", ""Ooh, I think I'm losin' my mind now, yeah"", 'I need ya, I need ya, I need you right now', 'Yeah, I need you right now', ""So don't let me, don't let me, don't let me down"", ""I think I'm losin' my mind now"", ""It's in my head, darlin', I hope"", ""That you'll be here when I need you the most"", ""So don't let me, don't let me, don't let me down"", ""Don't let me down"", ""Yeah, don't let me down"", ""Yeah, don't let me down"", ""Don't let me down, oh, no"", ""Said don't let me down"", ""Don't let me down, no, oh"", ""Don't let me down""]"
Everytime We Touch - Radio Edit,Cascada,spotify:track:74PyndGWYtfs86n60lAsYW,"[""Forgive me, my weakness, but I don't know why"", ""Without you, it's hard to survive"", ""'Cause everytime we touch, I get this feeling"", 'And everytime we kiss, I swear I could fly', ""Can't you feel my heart beat fast? I want this to last"", 'Need you by my side', ""'Cause everytime we touch, I feel the static"", 'And everytime we kiss, I reach for the sky', ""Can't you hear my heart beat so? I can't let you go"", 'Want you in my life', 'Your arms are my castle, your heart is my sky', 'They wipe away tears that I cry (That I cry)', ""The good and the bad times, we've been through them all"", 'You make me rise when I fall', ""'Cause everytime we touch, I get this feeling"", 'And everytime we kiss, I swear I could fly', ""Can't you feel my heart beat fast? I want this to last"", 'Need you by my side', ""'Cause everytime we touch, I feel the static"", 'And everytime we kiss, I reach for the sky', ""Can't you hear my heart beat so? I can't let you go"", 'Want you in my life']"
Stressed Out,Twenty One Pilots,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,"['I wish I found some chords in an order that is new', ""I wish I didn't have to rhyme every time I sang"", 'I was told, when I get older, all my fears would shrink', ""But now I'm insecure, and I care what people think"", ""My name's Blurryface and I care what you think"", ""My name's Blurryface and I care what you think"", 'Wish we could turn back time to the good old days', ""When our momma sang us to sleep, but now we're stressed out"", '(Oh) Wish we could turn back time (Oh) to the good old days (Oh)', ""When our momma sang us to sleep, but now we're stressed out"", ""We're stressed out"", 'Sometimes a certain smell will take me back to when I was young', ""How come I'm never able to identify where it's comin' from?"", ""I'd make a candle out of it, if I ever found it"", ""Try to sell it, never sell out of it, I'd probably only sell one"", ""It'd be to my brother, 'cause we have the same nose"", ""Same clothes, homegrown, a stone's throw from a creek we used to roam"", 'But it would remind us of when nothing really mattered', 'Out of student loans and treehouse homes, we all would take the latter', ""My-my-my name's Blurryface and I care what you think"", ""My name's Blurryface and I care what you think"", 'Wish we could turn back time to the good old days', ""When our momma sang us to sleep, but now we're stressed out"", '(Oh) Wish we could turn back time (Oh) to the good old days (Oh)', ""When our momma sang us to sleep, but now we're stressed out"", 'We used to play pretend, give each other different names', ""We would build a rocket ship an' then we'd fly it far away"", ""Used to dream of outer space, but now they're laughin' at our face"", 'Sayin\', ""Wake up, you need to make money!,"" yeah', 'We used to play pretend, give each other different names', ""We would build a rocket ship an' then we'd fly it far away"", ""Used to dream of outer space, but now they're laughin' at our face"", 'Sayin\', ""Wake up, you need to make money!,"" yeah', 'Wish we could turn back time to the good old days', ""When our momma sang us to sleep, but now we're stressed out"", '(Oh) Wish we could turn back time (Oh) to the good old days (Oh)', ""When our momma sang us to sleep, but now we're stressed out"", 'We used to play pretend, used to play pretend, money', 'We used to play pretend, wake up, you need the money', 'Used to play pretend, used to play pretend, money', 'We used to play pretend, wake up, you need the money', 'Used to play pretend, give each other different names', ""We would build a rocket ship and then we'd fly it far away"", ""Used to dream of outer space, but now they're laughin' at our face""]"
Royals,Lorde,spotify:track:3yvZ1VUso9Xi7EvIyLaj4o,"[""And I'm not proud of my address"", 'In a torn-up town, no postcode envy', ""But every song's like"", ""Gold teeth, Grey Goose, trippin' in the bathroom"", ""Bloodstains, ball gowns, trashin' the hotel room"", ""We don't care, we're driving Cadillacs in our dreams"", ""But everybody's like"", 'Cristal, Maybach, diamonds on your timepiece', 'Jet planes, islands, tigers on a gold leash', ""We don't care, we aren't caught up in your love affair"", ""And we'll never be royals (Royals)"", ""It don't run in our blood"", ""That kind of luxe just ain't for us"", 'We crave a different kind of buzz', 'Let me be your ruler (Ruler)', 'You can call me queen bee', ""And baby, I'll rule (I'll rule, I'll rule, I'll rule)"", 'Let me live that fantasy', ""My friends and I, we've cracked the code"", 'We count our dollars on the train to the party', 'And everyone who knows us knows', ""That we're fine with this, we didn't come from money"", ""But every song's like"", ""Gold teeth, Grey Goose, trippin' in the bathroom"", ""Bloodstains, ball gowns, trashin' the hotel room"", ""We don't care, we're driving Cadillacs in our dreams"", ""But everybody's like"", 'Cristal, Maybach, diamonds on your timepiece', ""Jet planes, islands, tiger's on a gold leash"", ""We don't care, we aren't caught up in your love affair"", ""And we'll never be royals (Royals)"", ""It don't run in our blood"", ""That kind of luxe just ain't for us"", 'We crave a different kind of buzz', 'Let me be your ruler (Ruler)', 'You can call me queen bee', ""And baby, I'll rule (I'll rule, I'll rule, I'll rule)"", 'Let me live that fantasy', '(Oh, oh-oh)', ""We're bigger than we ever dreamed"", ""And I'm in love with being queen"", '(Oh, oh-oh)', 'Life is great without a care', ""We aren't caught up in your love affair"", ""And we'll never be royals (Royals)"", ""It don't run in our blood"", ""That kind of luxe just ain't for us"", 'We crave a different kind of buzz', 'Let me be your ruler (Ruler)', 'You can call me queen bee', ""And baby, I'll rule (I'll rule, I'll rule, I'll rule)""]"
trust issues,Ca$hrina,spotify:track:706DfVSadzxPTxrVS4KQjL,"['I got trust issues, baby (Ayy, babe, ayy, babe)', 'I got trust issues, baby', 'Baby girl, I got trust issues (Yeah)', 'Set it off, I got what you wanna do (Yeah)', 'You know that I can afford you (Yeah)', ""Take the truck, I don't need the carpool (Yeah)"", ""Why you bein' difficult, babe? (Yeah)"", ""She think it's gold but my wrist is a lake (Yeah)"", 'Oh, baby, we could fly to L.A. (Yeah)', 'Smoke a blunt and then I put it on your face (Yeah)', ""It's just that simple, baby (Ooh)"", 'Put this pistol to my temple, baby (Ooh)', ""'Cause I been dead as of lately, baby (Ooh)"", 'I make her swallow all my gravy, baby (Ooh)', 'CA$HRINA', 'I got trust issues (Ooh)', ""And it's not me, it's you (Not me, it's you)"", ""Don't really wanna go through your phone"", ""(Don't wanna go through it)"", ""Don't really wanna see if something's wrong"", ""(Don't wanna go through it, ooh, ooh)"", ""Why you always creepin' on me?"", 'Trust in me, believe in what you see', 'Do you trust me?', ""You're the one that's bein' sneaky"", 'Constantly deleting everything', ""I can't win"", 'I got trust issues, baby (Ayy, babe, ayy, babe)', 'I got trust issues, baby (Ayy, babe, ayy, babe)', 'I got trust issues, baby (Ayy, babe, ayy, babe)', 'I got trust issues, baby', 'I got trust issues, babe', 'I got trust issues, babe', 'I got trust issues, baby']"
Price Tag,Jessie J,spotify:track:5mvKuE9Lf9ARVXVXA32kK9,"[""Seems like everybody's got a price"", 'I wonder how they sleep at night', 'When the sale comes first and the truth comes second', 'Just stop for a minute and smile', 'Why is everybody so serious?', 'Acting so damn mysterious', 'Got shades on your eyes', ""And your heels so high that you can't even have a good time"", 'Everybody look to their left', 'Everybody look to their right', 'Can you feel that? Yeah', ""We're paying with love tonight"", ""It's not about the money, money, money"", ""We don't need your money, money, money"", 'We just wanna make the world dance', 'Forget about the price tag', ""Ain't about the, uh, cha-ching, cha-ching"", ""Ain't about the, yeah, ba-bling, ba-bling"", 'Wanna make the world dance', 'Forget about the price tag', 'Okay', 'We need to take it back in time', 'When music made us all unite', ""And it wasn't low blows and video hoes"", 'Am I the only one getting tired?', 'Why is everybody so obsessed?', ""Money can't buy us happiness"", 'Can we all slow down and enjoy right now?', ""Guarantee we'll be feeling alright"", 'Everybody look to their left (To their left)', 'Everybody look to their right (To their right)', 'Can you feel that? Yeah', ""We're paying with love tonight"", ""It's not about the money, money, money"", ""We don't need your money, money, money"", 'We just wanna make the world dance', 'Forget about the price tag', ""Ain't about the, uh, cha-ching, cha-ching"", ""Ain't about the, yeah, ba-bling, ba-bling"", 'Wanna make the world dance', 'Forget about the price tag', 'Yeah, yeah, well, keep the price tag and take the cash back', 'Just give me six strings (Six strings) and a half-stack (Half stack)', 'And you can, can keep the cars, leave me the garage', 'And all I, yes, all I need are keys and guitars', ""And guess what? In thirty seconds, I'm leaving to Mars"", 'Yeah, we leaping across these undefeatable odds', ""It's like this, man, you can't put a price on a life"", 'We do this for the love, so we fight and sacrifice every night', ""So we ain't gon' stumble and fall, never"", 'Waiting to see this in the sign of defeat, uh-uh', ""So we gon' keep everyone moving their feet"", 'So bring back the beat and then everyone sing', ""It's not about the money"", ""It's not about the money, money, money"", ""We don't need your money, money, money"", 'We just wanna make the world dance', 'Forget about the price tag', ""Ain't about the, uh, cha-ching, cha-ching"", ""Ain't about the, yeah, ba-bling, ba-bling"", 'Wanna make the world dance', 'Forget about the price tag (Hey! Hey!)', ""It's not about the money, money, money (We don't need it)"", ""We don't need your money, money, money (No, I don't, we don't need it)"", 'We just wanna make the world dance (Dance, dance your ass off)', 'Forget about the price tag (Ah, ah)', ""Ain't about the, yea-yeah!, cha-ching, cha-ching"", ""Ain't about the, woo!, ba-bling, ba-bling (It ain't about)"", 'Wanna make the world dance (Yeah, yeah)', 'Forget about the price tag (Forget about the price tag)', '(Ahh, ahh)', '(Ahh, ahh)', '(Ahh, ahh) Yeah, yeah, whoa']"
How to Be a Heartbreaker,MARINA,spotify:track:0AfYeE3bfJRcq9J2hUJXmM,"[""But, baby, when you're done"", 'You gotta be the first to run', 'Rule number two', ""Just don't get attached to"", 'Somebody you could lose', 'So le-let me tell you', 'This is how to be a heartbreaker', 'Boys, they like a little danger', ""We'll get him falling for a stranger, a player"", 'Singing I lo-lo-love you', 'How to be a heartbreaker', 'Boys, they like the look of danger', ""We'll get him falling for a stranger, a player"", 'Singing I lo-lo-love you', 'At least I think I do', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', ""'Cause I lo-lo-lo-love you"", 'Rule number three', 'Wear your heart on your cheek', 'But never on your sleeve', 'Unless you want to taste defeat', 'Rule number four', ""Gotta be lookin' pure"", 'Kiss him goodbye at the door', 'And leave him wanting more, more', 'This is how to be a heartbreaker', 'Boys, they like a little danger', ""We'll get him falling for a stranger, a player"", 'Singing I lo-lo-love you', 'How to be a heartbreaker', 'Boys, they like the look of danger', ""We'll get him falling for a stranger, a player"", 'Singing I lo-lo-love you', 'At least I think I do', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', ""'Cause I lo-lo-lo-love you"", 'Girls, we do whatever it will take', ""'Cause girls don't want"", ""We don't want our hearts to break in two"", ""So it's better to be fake"", ""Can't risk losing in love again, babe"", 'This is how to be a heartbreaker', 'Boys, they like a little danger', ""We'll get him falling for a stranger, a player"", 'Singing I lo-lo-love you', 'How to be a heartbreaker', 'Boys, they like the look of danger', ""We'll get him falling for a stranger, a player"", 'Singing I lo-lo-love you', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', '(Ooh, ooh, ooh, ooh)', ""'Cause I lo-lo-lo-love you""]"
Flammable,Robsan,spotify:track:59pWQQbHlQDg9DpkDxxiE3,"['O se imaginan como me encojona', '(Que Se Joda!)', 'Toma!', '(Yo sigo en la mía!)', ""Tienes tiempo pa'"", ""(Correr pa'alla afuera)"", 'O no te vas a escapar!', '(De esta balacera)', 'Porque soy un criminal!', '(No vengas con lloraera)', '(Yo quiero verla)', '(Que tu sangre corra por la acera)', 'Qué te pasa papi, no respeta', 'Ha llegado el que te rima la A con la Zeta', 'El Sicario que cantando a la vez se confiesa', 'Yo tе juro Dios Mío, que los odio y es por mi', 'Que como un truеno, reto y zumba y separa tu tumba', 'Si te crees un pistolero entonces ven y zumba', 'Una llamada y tu Imperio de feka se derrumba', 'Y te aplasto con mi AK como si fuera un tomate', ""En mi mirilla tú estas bien pauteao'"", ""Le he da'o tiempo al tiempo y en na' hemos quedao"", 'Para los efectos, ya están bien cazao', ""Ahora cuidado cuando les pase los cangris por ala'o"", 'Bien pisao, apuntándote a tu bocota', 'Con mi rifle te pego los sesos a la capota', 'Y me azota, el olor de un Blunt', ""Luego celebro con tres palos, extracto 'e ron"", 'Y si se guillan seguro que se van en güira', 'Guillarse contra mi es guillarse de suicida', 'Con crías, es mi lírica y siempre mato el flow', 'De la misma manera en que te parto el melón', 'De corazón, no hay misterio ni como lo hago', ""Pa' reventar un mamabicho no hay que ser un fucking mago"", 'Que ""Tempo"" sea un ""Narcohampon"" no me lo trago', 'Por eso al ""Buddha\'s Clan"" yo les causare estragos', 'Vagos, de mi leche se vuelven helado un trago', 'Vuelvo y los cago hasta ponerlos gagos', 'Yes! El Polacan, el temerario', ""Viviendo en el horario si un Packtay' como sicario"", 'Y un piso entero alquilao en armario', 'Ja, Ja, Ja...', 'Ay, Papi!', 'Saranana es lo que hay...', 'You might also like[Polaco] + (Lito)', ""Tienes tiempo pa'"", ""(Correr pa'alla afuera)"", 'O no te vas a escapar!', '(De esta balacera)', 'Porque soy un criminal!', '(No vengas con lloraera)', '(Yo quiero verla)', '(Que tu sangre corra por la acera)', 'Tú quieres mi puesto, mi talento y mi flow para', ""Masacrar MC's, que sean dos caras"", 'Para pana, no seas necio y compara', ""MC Cassidy Is the Super Duppa' Hip Hop Flow Rounder!"", 'Mi micrófono lo uso como la espada de Thundera', 'Y te reafirmo que todas tus rimas son babas', 'Novatos hanguean por donde yo vivo', 'Se creen que por hablar conmigo se roban mi estilo', 'Estas loco! Si piensas sacarme de mi trono', 'Plomo a Plomo, fácil te convierto dos tonos', 'El Sicario, del Milenio, que habla en serio', 'Y no lo piensa dos veces para mandarte al cementerio', 'Tu estilo es ""Wack"" no tiene sentido to\' tu ""Tracatra""', 'Con el mío te bastubas en tarima como Tabatha', 'Soy flamable como ""Bencina""', 'Y derrito todo tus sueños como el plástico la gasolina', 'Es MC Cassidy, el ""Superdotado""', ""No tengo enemigos y a los burros los regreso pa'l establo"", 'Así que, si quieren guerra', 'Jangueamos y nos vamos mano a mano', 'Lito es el maleante, Mafioso, ""Soprano"" mi hermano', 'Te metes con un guerrillero, pandillero', 'Que le encanta ver tu foto en El Vocero tirado en el suelo', 'Pendejo, te jarto a palos y te meto en un carro', 'Y tarde o temprano serás alimento para los gusanos', 'No viras, pero el Lito no confía', 'Y cuando saco la pistola te vas a la huida', 'Zángano, porque formas escándalo', 'Si siempre he sido numero uno y tu fuiste un mamon', 'Hup!', ""Tienes tiempo pa'"", ""(Correr pa'alla afuera)"", 'O no te vas a escapar!', '(De esta balacera)', 'Porque soy un criminal!', '(No vengas con lloraera)', '(Yo quiero verla)', '(Que tu sangre corra por la acera)', ""Tienes tiempo pa'"", ""(Correr pa'alla afuera)"", 'O no te vas a escapar!', '(De esta balacera)', 'Porque soy un criminal!', '(No vengas con lloraera)', '(Yo quiero verla)']"
IDGAF,Dua Lipa,spotify:track:76cy1WJvNGJTj78UqeA5zr,"[""That's funny, I guess you've heard my songs"", ""Well, I'm too busy for your business"", 'Go find a girl who wants to listen', ""'Cause if you think I was born yesterday, you have got me wrong"", 'So I cut you off', ""I don't need your love"", ""'Cause I already cried enough"", ""I've been done"", ""I've been movin' on since we said goodbye"", 'I cut you off', ""I don't need your love"", 'So you can try all you want', ""Your time is up, I'll tell you why"", ""You say you're sorry, but it's too late now"", 'So save it, get gone, shut up', ""'Cause if you think I care about you now"", ""Well, boy, I don't give a fuck"", 'I remember that weekend', ""When my best friend caught you creepin'"", 'You blamed it all on the alcohol', 'So, I made my decision', ""'Cause you made your bed, sleep in it"", 'Play the victim and switch your position', ""I'm through, I'm done"", 'So I cut you off', ""I don't need your love"", ""'Cause I already cried enough"", ""I've been done"", ""I've been movin' on since we said goodbye"", 'I cut you off', ""I don't need your love"", 'So you can try all you want', ""Your time is up, I'll tell you why"", ""You say you're sorry, but it's too late now"", 'So save it, get gone, shut up', ""'Cause if you think I care about you now"", ""Well, boy, I don't give a fuck"", 'I see you tryna get to me', ""I see you beggin' on your knees"", ""Boy, I don't give a fuck"", 'So stop tryna get to me', 'Tch, get up off your knees', ""'Cause, boy, I don't give a fuck"", 'About you', ""No, I don't give a damn"", ""You keep reminiscin' on when you were my man"", ""But I'm over you"", ""Now you're all in the past"", ""You talk all that sweet talk, but I ain't comin' back"", 'Cut you off', ""I don't need your love"", 'So you can try all you want', ""Your time is up, I'll tell you why"", ""I'll tell you why"", ""You say you're sorry, but it's too late now"", 'So save it, get gone, shut up', '(Too late now)', ""'Cause if you think I care about you now"", ""Well, boy, I don't give a fuck"", ""(Boy, I don't give a)"", 'I see you tryna get to me', ""I see you beggin' on your knees"", ""Boy, I don't give a fuck"", 'So stop tryna get to me (get to me)', 'Tch, get up off your knees']"
