Track Name,Artist Name,URI,Lyrics
Set Fire to the Rain,Adele,spotify:track:5PKWUDfQFtc5qqo8cs1gQp,"['It was dark, and I was over', 'Until you kissed my lips and you saved me', 'My hands, they were strong', 'But my knees were far too weak', 'To stand in your arms', 'Without falling to your feet', ""But there's a side to you"", 'That I never knew, never knew', ""All the things you'd say"", 'They were never true, never true', ""And the games you'd play"", 'You would always win, always win', 'But I set fire to the rain', 'Watched it pour as I touched your face', 'Well, it burned while I cried', ""'Cause I heard it screamin' out your name"", 'Your name', 'When I lay with you', 'I could stay there, close my eyes', 'Feel you here forever', 'You and me together, nothing is better', ""'Cause there's a side to you"", 'That I never knew, never knew', ""All the things you'd say"", 'They were never true, never true', ""And the games you'd play"", 'You would always win, always win', 'But I set fire to the rain', 'Watched it pour as I touched your face', 'Well, it burned while I cried', ""'Cause I heard it screamin' out your name"", 'Your name', 'I set fire to the rain', 'And I threw us into the flames', ""When we fell, somethin' died"", ""'Cause I knew that that was the last time"", 'The last time', 'Sometimes, I wake up by the door', ""That heart you caught must be waitin' for you"", ""Even now, when we're already over"", ""I can't help myself from lookin' for you"", 'I set fire to the rain', 'Watched it pour as I touched your face', 'Well, it burned while I cried', ""'Cause I heard it screamin' out your name"", 'Your name', 'I set fire to the rain', 'And I threw us into the flames', ""When we fell, somethin' died"", ""'Cause I knew that that was the last time"", 'The last time', 'Oh', 'Oh, no', 'Let it burn', 'Oh', 'Let it burn']"
All About That Bass,Meghan Trainor,spotify:track:5jE48hhRu8E6zBDPRSkEq7,"[""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass"", ""Yeah, it's pretty clear, I ain't no size two"", ""But I can shake it, shake it, like I'm supposed to do"", ""'Cause I got that boom boom that all the boys chase"", 'And all the right junk in all the right places', 'I see the magazines working that Photoshop', ""We know that shit ain't real, come on now, make it stop"", ""If you got beauty beauty just raise 'em up"", ""'Cause every inch of you is perfect from the bottom to the top"", ""Yeah, my momma she told me don't worry about your size"", 'She says, boys like a little more booty to hold at night', '(That booty, booty, uh, that booty booty)', ""You know I won't be no stick-figure, silicone Barbie doll"", ""So, if that's what's you're into then go ahead and move along"", ""Because you know I'm all about that bass"", ""'Bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass"", ""Hey, I'm bringing booty back"", 'Go ahead and tell them skinny bitches that', ""No, I'm just playing I know you think you're fat"", ""But I'm here to tell you"", 'Every inch of you is perfect from the bottom to the top', ""Yeah, my momma she told me don't worry about your size"", 'She says, boys like a little more booty to hold at night', '(That booty, booty, uh, that booty booty)', ""You know I won't be no stick-figure, silicone Barbie doll"", ""So, if that's what's you're into then go ahead and move along"", ""Because you know I'm all about that bass"", ""'Bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass"", ""Because you know I'm all about that bass"", ""'Bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass"", ""Because you know I'm all about that bass"", ""'Bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble"", ""I'm all 'bout that bass, 'bout that bass, no treble""]"
Toxic,Britney Spears,spotify:track:6I9VzXrHxO9rA9A5euc8Ak,"[""It's dangerous, I'm falling"", ""There's no escape, I can't wait"", 'I need a hit, baby, give me it', ""You're dangerous, I'm lovin' it"", ""Too high, can't come down"", ""Losing my head, spinnin' 'round and 'round"", 'Do you feel me now?', ""With a taste of your lips, I'm on a ride"", ""You're toxic, I'm slippin' under"", 'With a taste of a poison paradise', ""I'm addicted to you"", ""Don't you know that you're toxic?"", 'And I love what you do', ""Don't you know that you're toxic?"", ""It's getting late to give you up"", ""I took a sip from my devil's cup"", ""Slowly, it's taking over me"", ""Too high, can't come down"", ""It's in the air and it's all around"", 'Can you feel me now?', ""With a taste of your lips, I'm on a ride"", ""You're toxic, I'm slippin' under"", 'With a taste of a poison paradise', ""I'm addicted to you"", ""Don't you know that you're toxic?"", 'And I love what you do', ""Don't you know that you're toxic?"", ""Don't you know that you're toxic?"", ""With a taste of your lips, I'm on a ride"", ""You're toxic, I'm slippin' under"", 'With a taste of a poison paradise', ""I'm addicted to you"", ""Don't you know that you're toxic?"", ""With a taste of your lips, I'm on a ride"", ""You're toxic, I'm slippin' under (Toxic)"", 'With a taste of a poison paradise', ""I'm addicted to you"", ""Don't you know that you're toxic?"", ""Intoxicate me now with your lovin' now"", ""I think I'm ready now (I think I'm ready now)"", ""Intoxicate me now with your lovin' now""]"
Woman Like You,No Komment,spotify:track:4auPGK6Tzbl5AuS8eFuf6G,"['They say that you a brick house', 'Well baby let me do a tour', 'We could furnish it like west elm, you could my best friend, Livin like the jetsons', 'Know you got class, who you testin?', 'We could walk it out like pedestrians', 'I like the way that you moving, I like the way that you talkin, I like the way that you say that you feeling lucky like Boston', 'Basketball and you ballin', 'You a queen, you in pocket, ima have to go all in', 'So if you wanna talk to me, I wanna talk to you, just a little bit', 'And we could go way past two, when there ain’t nothin to do, but get intimate', 'Baby lеt me take my time', 'Lеt me take the night rewind it', 'I just wanna make you mine', 'Hope you and your friends don’t mind it', 'You the top of the mountain I wanna climb it', 'You as deep as the ocean I wanna dive in', 'This an old school romance', 'High school slow dance', 'Hold you wit both hands', 'You changed the game', 'Cuz this ain’t the same lame Ass conversation', 'I’m finally facing the finer things I was always Chasin', 'No occupation, every Day with You’s a vacation', 'No holiday inn, I know that you love when we stay in', 'So if you wanna talk to me, I wanna talk to you, just a little bit']"
Run It!,Chris Brown,spotify:track:6SPD3JwwRejBhCDiQAQ4he,"['One of the brand-new big-boy toys', ""I do big-boy things, I make big-boy noise, 'cause"", 'I know what girls want (Want), I know what they like (Like)', 'They wanna stay up (Ayy!) and party all night', 'So bring a friend', 'Let me talk to you, tell you how it is', 'I was thinking when I saw that body', ""Gotta get shawty, tell her what the young boy gon' do"", 'Damn, them chicks with you gotta be your kin', ""Babe, pretty thick with the kick that's sick"", ""That need to be hit, so tell me what y'all gon' do"", 'I got friends and you got friends (Word, oh)', 'They hop out, and you hop in (Word, oh-oh)', 'I look fly and they jocking (Word)', 'The way you drop, drop makes me wanna pop', 'I got friends and you got friends (Word, hey)', 'They hop out, and you hop in (Word)', 'I look fly and they jocking (Word)', 'The way you drop, drop makes me wanna pop', 'Is ya man (Man) on the floor? (Floor)', ""If he ain't (Ain't), lemme know (Know)"", 'Let me see if you can run it, run it', 'Girl, indeed I can run it, run it', 'Is ya man (Man) on the floor? (Floor)', ""If he ain't (Ain't), lemme know (Lemme know)"", 'Let me see if you can run it, run it', 'Girl, indeed I can run it, run it (Come here!)', ""You'll see, girl, I can set you off"", ""Don't believe my age is gonna slow us down"", ""I can definitely show you things to have you saying I can't be sixteen"", ""Once I get in you won't let go"", ""(And I) I'll have the girls wishing they were you"", '(And I) I know you heard about me', ""But guess what's going down if we leave"", 'I got friends and you got friends (Word, oh)', 'They hop out, and you hop in (Word, oh)', 'I look fly and they jocking (Word)', 'The way you drop, drop makes me wanna pop', 'I got friends and you got friends (Word)', 'They hop out, and you hop in (Word, hey)', 'I look fly and they jocking (Word, ooh)', 'The way you drop, drop makes me wanna pop (Ooh, ooh)', 'Is ya man (Man) on the floor? (Floor, uh-huh)', ""If he ain't (Ain't), lemme know (Know, uh-huh)"", 'Let me see if you can run it, run it (Yeah)', 'Girl, indeed I can run it, run it (Ayy)', 'Is ya man (Man) on the floor? (Floor, uh-huh)', ""If he ain't (Ain't), lemme know (Lemme know, uh-huh)"", 'Let me see if you can run it, run it (Ayy)', ""Girl, indeed I can run it, run it (Let's go)"", 'Girl, you feel right (Feel right)', 'Make me feel like (Feel like)', 'I wanna do a little something (Do a little something)', ""Ain't no thing 'less you do it for sure"", ""Girl, the way that you're wearing them jeans is turning me on"", ""I'm the hottest thing that's in these streets (DipSet, Santana)"", ""So, baby, won't you rock me? (Ayy)"", 'Make it drop, honey (Honey), make it pop, honey (Honey)', 'Whip whop, tick-tock to the clock for me', ""Don't stop doing that (Don't)"", ""And shawty know I mean what I say so she won't stop doing that"", 'Plus I heard if you can dance, you can bump', ""Well dance time is us, let's go, let's go (Yup)"", 'We can get it in (Yup), we can gets some friends', 'Do it like the Ying Yang twins, start whispering', ""Wait 'til you see my ayy!"", ""Wait 'til you see my ayy!"", ""Let me fall back, you ain't ready for all that"", 'Have you sleep late, real late, yeah, taking a long nap (Ayy)', 'You tell your friends to get with my friends', 'We can be friends, switch and meet friends', '(Switch!) We can do it all night long and...', ""'Til the clock hit morning, ya dig? (Ayy)"", 'Is ya man (Man, oh) on the floor? (Floor)', ""If he ain't (Ain't), lemme know (Know, ooh, ooh, yeah)"", 'Let me see if you can run it, run it', 'Girl, indeed I can run it, run it (Oh, woah-oh)', 'Is ya man (Man, oh, woah-oh) on the floor? (Floor)', ""If he ain't (Ain't), lemme know (Lemme know, mmm)"", 'Let me see if you can run it, run it (Run it)', 'Girl, indeed I can run it, run it (Yeah)', 'Oh-oh (Uh)', 'Oh, oh (Woo! Uh-huh)', 'Oh, woah (Woo!)', 'Oh-oh (Woo! Chris Brown)', '(Ayy! Woo!)', '(Woo! Ayy!)', '(Woo!)']"
Still into You,Paramore,spotify:track:1yjY7rpaAQvKwpdUliHx0d,"['I need the other one to hold you', 'Make you feel, make you feel better', ""It's not a walk in the park"", 'To love each other', 'But when our fingers interlock', ""Can't deny, can't deny you're worth it"", ""'Cause after all this time, I'm still into you"", 'I should be over all the butterflies', ""But I'm into you (I'm into you)"", 'And baby even on our worst nights', ""I'm into you (I'm into you)"", ""Let 'em wonder how we got this far"", ""'Cause I don't really need to wonder at all"", ""Yeah, after all this time, I'm still into you"", 'Recount the night that I first met your mother', 'And on the drive back to my house', 'I told you that, I told you that I loved ya', 'You felt the weight of the world', 'Fall off your shoulder', 'And to your favorite song', 'We sang along to the start of forever', ""And after all this time, I'm still into you"", 'I should be over all the butterflies', ""But I'm into you (I'm into you)"", 'And baby, even on our worst nights', ""I'm into you (I'm into you)"", ""Let 'em wonder how we got this far"", ""'Cause I don't really need to wonder at all"", ""Yeah, after all this time, I'm still into you"", 'Well, some things just, some things just make sense', 'And one of those is you and I (Hey)', 'Some things just, some things just make sense', 'And even after all this time (Hey)', ""I'm into you"", 'Baby, not a day goes by', ""That I'm not into you"", 'I should be over all the butterflies', ""But I'm into you (I'm into you)"", 'And baby, even on our worst nights', ""I'm into you (I'm into you)"", ""Let 'em wonder how we got this far"", ""'Cause I don't really need to wonder at all"", ""Yeah, after all this time, I'm still into you"", ""I'm still into you""]"
Worth It (feat. Kid Ink),Fifth Harmony,spotify:track:41Fflg7qHiVOD6dEPvsCzO,"[""Uh-huh, I'm worth it"", ""Gimme, gimme, I'm worth it"", ""Give it to me, I'm worth it"", ""Baby, I'm worth it (Uh)"", ""Uh-huh, I'm worth it (Uh)"", ""Gimme, gimme, I'm worth it (Uh)"", 'Okay, I tell her bring it back like she left some (I got some)', 'Bring it, bring it back like she left some (I got some)', ""Uh, in the club with the lights off, what you actin shy fo'?"", 'Come and show me that you', 'Wid it, wid it, wid it, wid it, wid it', ""Stop playin', how you know that I"", 'Wid it, wid it, wid it, wid it, wid it, wid it', ""What you actin' shy for?"", 'Just give me you, just give me you', ""Just give me you, that's all I wanna do"", 'And if what they say is true', ""If it's true, I might give me to you"", 'I may talk a lot of stuff', 'Guaranteed I can back it up', ""I think I'ma call you bluff"", ""Hurry up, I'm waiting out front"", 'Uh-huh', 'You see me in the spot like ""Ooh, I love your style""', 'Uh-huh', ""Show me what you got 'cause I don't wanna waste my time"", 'Uh-huh', 'See me in the spot like ""Ooh, I love your style""', 'Uh-huh', 'Show me what you got now, come and make it worth my while', ""Give it to me, I'm worth it"", ""Baby, I'm worth it"", ""Uh-huh, I'm worth it"", ""Gimme, gimme, I'm worth it"", ""Give it to me, I'm worth it"", ""Baby, I'm worth it (Uh)"", ""Uh-huh, I'm worth it (Uh)"", ""Gimme, gimme, I'm worth it"", ""It's all on you, it's all on you"", ""It's all on you, so what you wanna do?"", ""And if you don't have a clue"", ""Not a clue, I'll tell you what to do"", 'Come harder just because', ""I don't like it, like it too soft, too soft"", 'I like it a little rough', 'Not too much, but maybe just enough', 'Uh-huh', 'You see me in the spot like ""Ooh, I love your style""', 'Uh-huh', ""Show me what you got 'cause I don't wanna waste my time"", 'Uh-huh', 'See me in the spot like ""Ooh, I love your style""', 'Uh-huh', 'Show me what you got now, come and make it worth my while', ""Give it to me, I'm worth it"", ""Baby, I'm worth it"", ""Uh-huh, I'm worth it"", ""Gimme, gimme, I'm worth it"", ""Give it to me, I'm worth it (Know what I mean?)"", ""Baby, I'm worth it (Uh, give me everything)"", ""Uh-huh, I'm worth it (Uh)"", ""Gimme, gimme, I'm worth it (Uh)"", 'Okay, I tell her bring it back like she left some (I got some)', 'Bring it, bring it back like she left some (I got some)', ""Uh, in the club with the lights off, what you actin shy fo'?"", 'Come and show me that you', 'Wid it, wid it, wid it, wid it, wid it', ""Stop playin', how you know that I"", 'Wid it, wid it, wid it, wid it, wid it, wid it', ""What you actin' shy for?"", 'Uh-huh', 'You see me in the spot like ""Ooh, I love your style""', 'Uh-huh', ""Show me what you got 'cause I don't wanna waste my time"", 'Uh-huh', 'See me in the spot like ""Ooh, I love your style""', 'Uh-huh', 'Show me what you got now, come and make it worth my while', ""Give it to me, I'm worth it"", ""Baby, I'm worth it"", ""Uh-huh, I'm worth it"", ""Gimme, gimme, I'm worth it"", ""Give it to me, I'm worth it (Know what I mean?)"", ""Baby, I'm worth it (Uh, give me everything)"", ""Uh-huh, I'm worth it (Uh)"", ""Gimme, gimme, I'm worth it (Uh)""]"
Attention,Krispel,spotify:track:4CQbOiUfxBxoGyj0OCZVZL,"[""KrispyLife (It's with a K, dumbass)"", 'This one them ones for me (Mhm, mhm)', 'This one them ones for me (Yup)', 'This one them ones for me (Whew, whew)', 'This one them ones for me', 'You was a ho in high school, you used to run from me', 'I went to school with niggas like you, you are not on nothing', ""Used to sell #8's on Hardwood, we had the block jumping"", 'Beat his ass bad he thought the whole, whole club jumped him', 'Yeah, nigga, this one them ones for me', ""Okay I done wеnt pop star, I'm getting that one money"", ""It's a couplе thousand on me cash, but it's store money (Alright)"", ""Gotta let the money talk for me like I don't show money"", 'I tote Glocks with certain clips, it hold a 50', ""I'm taking shots of purple water, lil' bitch I ain't tipsy"", 'I think this thot want a rich nigga and his pockets empty', ""Call that lil' nigga R. Kelly cause he broke and pissy"", 'She chasing money, chasing clout you know she rolling with me', ""Look in my stairs, that shit off Lulu like the Rolling 60's"", ""Lil Boat just made me pick between a 'Rari and a Bentley"", ""It's Mickey ears on all our choppers, look like a show on Disney"", ""Punched him in the mouth, I ain't like how he blinked at my momma"", ""The backyard got sticks and trees but this not the Bahama's"", ""Wood grain OG AK feel like I'm Osama"", ""Got gas they all said I changed up, I'm Yachty Obama"", 'Bringing a bank back, I got too much', ""Pull up in a sixty thousand cash, I ain't do much"", ""F8 and it's all white like the Klu Klux"", 'I just got it and I already need a tune up', ""I'ma get rich or die trying like I'm 50"", ""This drac' will make a nigga dance, just like he Diddy"", ""I'm lit, that's why she got my name on her titties"", ""I'm plug, I ran through hella grams in this city"", ""You told, boy you ain't no star, you a witness"", ""This lean, gon' fuck around and make me need a kidney"", 'My bitch, she mad at me cause I show no attention', ""But listen, bitch I'm on my grind I gotta get it"", 'Riding with the Glock 23 these the one Jordans', 'Got a team full of shooter, we pull up scoring', 'Lil Yachty pulled up in a—, ahhh', ""Lil Boat just pulled up in that—, yeah (That's that one foreign)"", ""Everywhere I go, I keep a 10, bitch I'm Eric Gordon"", ""How the fuck it's 17 dollars and you can't afford it?"", 'I got bitches lined up like they waiting for the one Jordans', ""(Baow) I just shot him in the ass, that's my first warning"", 'I need to pop this bitch Dirk like a dungeon', ""I'm in Neiman's calling out shots, like I run it"", ""Run with all apes I guess, I'm from the jungle"", ""I'll let this bitch burn a Glock mixed up wit Usher"", ""Get a nigga whacked, I'll push the button"", 'Before I tell on myself, I hung my cousin', 'The thirty poking too hard, I gotta tuck it', 'I see you over there shining nigga, you better tuck it', ""Since he told I'll take the blood out my cousin"", ""DNA I need that back we ain't fam no more"", ""Brother and nem jumped out the store, yea they ain't saying no more"", ""Stick singin' loud, just like D'Angelo, yeah"", 'Hit him in his head, bust his cantaloupe', 'Tiny just pulled up with that sh-, yeah, the antidote', 'Fingered on this bitch for 50 minutes my hand had broke', ""Now my sister hold my journal, it's murder she wrote"", ""Sneezed on my nigga, that's my slime for real"", ""I can drive this bitch how I want 'cause it's mines for real"", ""I can damn near hit who I want, it's that time for real"", ""I don't know about no other stories, but mines for real"", ""I'm finna pay Kidd to do a whole song without cussing"", 'I was young used to mob to the store wit my cousins', ""I'm with four out of town bomb boes by the dozen"", ""I'm with four out of town wit PJ like it's cousin"", ""If it's Sprite and it's dark, look like hair dye"", ""We gon' find out where he at, we gon' air it out"", 'I fucked that bitch so good, that she wanna know my whereabouts', ""Off two Percs then I pulled her fuckin' hair out"", 'I be fucking hoes in first class, this a doonie plane', ""I don't wanna hit that pussy, you play coochie games"", ""Bitch keep squirtin' on my covers, she left coochie stains"", 'Group of bitches in a soul line, this a coochie train', ""New custo' bald head look like Bobby Lashley"", ""Ball bitch, I'm all about a bill, but I'm not Bradley"", ""Perkies taste good, bite down, but it's not candy""]"
Get Lucky (feat. Pharrell Williams and Nile Rodgers),Daft Punk,spotify:track:69kOkLUCkxIZYexIgSG8rq,"['Ce qui maintient la planète en rotation', 'La force du commencement', 'Nous sommes allés trop loin pour renoncer à ce que nous sommes', ""Alors mettons la barre plus haut et levons nos verres jusqu'aux étoiles"", 'Elle est debout toute la nuit jusqu’au lever du soleil, je suis debout toute la nuit pour en profiter', ""Elle est debout toute la nuit pour s'amuser, je suis debout toute la nuit pour être chanceux"", 'Nous sommes debout toute la nuit jusqu’au lever du soleil, nous sommes debout toute la nuit pour en profiter', ""Nous sommes debout toute la nuit pour s'amuser, nous sommes debout toute la nuit pour être chanceux"", 'Nous sommes debout toute la nuit pour être chanceux, nous sommes debout toute la nuit pour être chanceux', 'Nous sommes debout toute la nuit pour être chanceux, nous sommes debout toute la nuit pour être chanceux', ""Le présent n'a pas de rythme"", ""Ton cadeau continue de s'offrir"", 'Quelle est cette chose que je ressens ?', 'Si tu veux partir, je te suis', 'Nous sommes allés trop loin pour renoncer à ce que nous sommes', ""Alors mettons la barre plus haut et levons nos verres jusqu'aux étoiles"", 'Elle est debout toute la nuit jusqu’au lever du soleil, je suis debout toute la nuit pour en profiter', ""Elle est debout toute la nuit pour s'amuser, je suis debout toute la nuit pour être chanceux"", 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être (ensemble)', 'Nous sommes debout toute la nuit pour être (soyons funk à nouveau)', 'Nous sommes debout toute la nuit pour être funky', 'Nous sommes debout toute la nuit pour être chanceux', 'Nous sommes debout toute la nuit pour être chanceux', 'Nous sommes debout toute la nuit pour être chanceux', 'Nous sommes debout toute la nuit pour être chanceux', 'Nous sommes debout toute la nuit pour être chanceux', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes debout toute la nuit pour être', 'Nous sommes allés trop loin pour renoncer à ce que nous sommes', ""Alors mettons la barre plus haut et levons nos verres jusqu'aux étoiles"", 'Elle est debout toute la nuit jusqu’au lever du soleil, je suis debout toute la nuit pour en profiter', ""Elle est debout toute la nuit pour s'amuser, je suis debout toute la nuit pour être chanceux"", 'Nous sommes debout toute la nuit pour être chanceux', 'Nous sommes debout toute la nuit pour être chanceux', 'Nous sommes debout toute la nuit pour être chanceux']"
Summer,Calvin Harris,spotify:track:6YUTL4dYpB9xZO5qExPf05,"['We fell in love', 'As the leaves turned brown', 'And we could be together, baby', 'As long as skies are blue', 'You act so innocent now', 'But you lied so soon', 'When I met you in the summer', 'When I met you in the summer (Summer)', ""To my heartbeat's sound (Yeah)"", 'We fell in love (Love)', 'As the leaves turned brown (Yeah)', 'And we could be together, baby', 'As long as skies are blue (Yeah)', 'You act so innocent now', 'But you lied so soon (Yeah)', 'When I met you in the summer', 'Summer', 'When I met you in the summer (Summer)', '(Yeah)', '(Love)', '(Yeah)', 'Summer (Summer)', '(Yeah)', '(Love)']"
Hollaback Girl,Gwen Stefani,spotify:track:0eqH0ALoDQevq59YcQ53KE,"[""A few times I've been around that track"", ""So it's not just gonna happen like that"", ""'Cause I ain't no Hollaback Girl"", ""I ain't no Hollaback Girl"", ""A few times I've been around that track"", ""So it's not just gonna happen like that"", ""'Cause I ain't no Hollaback Girl"", ""I ain't no Hollaback Girl"", 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'I heard that you were talking shit', ""And you didn't think that I would hear it"", 'People hear you talking like that', 'Getting everybody fired up', ""So I'm ready to attack, gonna lead the pack"", 'Gonna get a touchdown, gonna take you out', ""That's right, put your pom-poms down"", 'Getting everybody fired up', ""A few times I've been around that track"", ""So it's not just gonna happen like that"", ""'Cause I ain't no Hollaback Girl"", ""I ain't no Hollaback Girl"", ""A few times I've been around that track"", ""So it's not just gonna happen like that"", ""'Cause I ain't no Hollaback Girl"", ""I ain't no Hollaback Girl"", 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', ""So that's right, dude, meet me at the bleachers"", 'No principals, no student-teachers', 'Both of us wanna be the winner', 'But there can only be one', ""So I'm gonna fight, gonna give it my all"", 'Gonna make you fall, gonna sock it to you', ""That's right, I'm the last one standing"", 'And another one bites the dust', ""A few times I've been around that track"", ""So it's not just gonna happen like that"", ""'Cause I ain't no Hollaback Girl"", ""I ain't no Hollaback Girl"", ""A few times I've been around that track"", ""So it's not just gonna happen like that"", ""'Cause I ain't no Hollaback Girl"", ""I ain't no Hollaback Girl"", 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'Let me hear you say, this shit is bananas', 'B-A-N-A-N-A-S', 'This shit is bananas', 'B-A-N-A-N-A-S', 'Again, the shit is bananas', 'B-A-N-A-N-A-S', 'This shit is bananas', 'B-A-N-A-N-A-S', ""A few times I've been around that track"", ""So it's not just gonna happen like that"", ""'Cause I ain't no Hollaback Girl"", ""I ain't no Hollaback Girl"", ""A few times I've been around that track"", ""So it's not just gonna happen like that"", ""'Cause I ain't no Hollaback Girl"", ""I ain't no Hollaback Girl"", 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit', 'Ooh, this my shit, this my shit']"
Move,Mishaal Advani,spotify:track:34nYqFmn5m6QXsg5ftYeB6,"['Move', 'She likes to dance', 'She likes to move', 'She like to *kiss*', 'She likes to Uff', ""This isn't time"", ""Now you're in love"", 'The water is wine', 'The air is drugs', 'Your hair is lust', 'Dare I touch', ""I don't care for much"", ""But we're a must"", 'Listen, I was', 'Lost in this motherfucking world', ""Incompetence and God forbid he's nervous"", 'Confidence is often mixed with fear', 'Compliments his confidence is here', 'Shе offers him some condiments of hеrs', 'Complements his common sense of course', ""Off again, the condom isn't working"", 'Oh forget it God forgive him perfect', 'She likes to dance', 'She likes to move', 'She like to *kiss*', 'She likes to Uff', 'She likes to dance', 'Let me show you how to do this baby', 'She likes to move', 'Let me show you how to do this baby', 'She likes to *kiss*', 'Let me show you how to do this baby', 'She likes to Uff', 'Let me show you how to do this', 'She likes to dance', 'Let me show you how to do this baby', 'She likes to move', 'Let me show you how to do this baby', 'She likes to *kiss*', 'Let me show you how to do this baby', 'She likes to Uff', 'Let me show you how to do this', 'She likes to dance', 'Let me show you how to do this baby', 'Move', 'Let me show you how to do this baby', 'You might also like*kiss*', 'Uff', 'If you see what I see', 'You could feel what I feel', 'You just fear what you need', 'You can be anything', 'If you need me to leave', 'You can leave when you need', 'I can hear when you speak', ""I'll be here till you sleep"", 'Oh my my', 'I need you this time', 'I was lost inside', 'Till you crossed my mind', 'I said', 'I got you', 'And you got me', 'So I got to get back up can you copy', 'Floppy disc women are swimming so not me', 'Sloppy body almost forgot she likes to', 'Keep you in a void', 'Keep you unemployed', 'Keep you on the floor', 'Keep you wanting more', 'Leave you in the mourn', ""The song that you want doesn't need you anymore"", 'So the peace in the morning is war', 'She likes to dance', 'She likes to move', 'She likes to *kiss*', 'She likes to Uff', 'She likes to dance', 'Let me show you how to do this baby', 'She likes to move', 'Let me show you how to do this baby', 'She likes to *kiss*', 'She likes to Uff', 'She likes to dance', 'Let me show you how to do this baby', 'She likes to move', 'Let me show you how to do this baby', 'She likes to *kiss*', 'Let me show you how to do this baby', 'She likes to Uff', 'Let me show you how to do this', 'She likes to dance', 'Let me show you how to do this baby', 'She likes to move', 'Let me show you how to do this baby', 'She likes to *kiss*', 'Let me show you how to do this baby', 'She likes to Uff', 'Let me show you how to do this', 'Let me show you how to do this baby', 'Let me show you how to do this baby', 'Let me show you how to do this baby', 'Let me show you how to do this baby', 'Let me show you how to do this baby', 'Let me show you how to do this baby', 'Let me show you how to do this baby']"
The Only Exception,Paramore,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,"['He broke his own heart and I watched', 'As he tried to reassemble it', 'And my mama swore that she would', 'Never let herself forget', 'And that was the day that I promised', ""I'd never sing of love if it does not exist"", 'But, darling, you are the only exception', 'You are the only exception', 'You are the only exception', 'You are the only exception', 'Maybe I know somewhere', 'Deep in my soul that love never lasts', ""And we've got to find other ways"", 'To make it alone or keep a straight face', ""And I've always lived like this"", 'Keeping a comfortable distance', 'And up until now, I had sworn', ""To myself that I'm content with loneliness"", 'Because none of it was ever worth the risk', 'Well, you are the only exception', 'You are the only exception', 'You are the only exception', 'You are the only exception', ""I've got a tight grip on reality, but I can't"", ""Let go of what's in front of me here"", ""I know you're leaving in the morning when you wake up"", ""Leave me with some kind of proof it's not a dream, oh"", 'You are the only exception', 'You are the only exception', 'You are the only exception', 'You are the only exception', 'You are the only exception', 'You are the only exception', 'You are the only exception', 'You are the only exception', ""And I'm on my way to believing""]"
